pre_process_speed, inference_speed, post_process_speed, man_down_speed, deep_sort_speed,CPU_utilization_rate, CPU_temperature, CPU_power_consumption, GPU_memory_used, GPU_utilization_rate, GPU_temperature, GPU_power_consumption
0.28514862060546875, 50.02474784851074, 1.1277198791503906, 0.2651214599609375, 69.86856460571289, 1.4, 52.9, 0.0, 2359.75, 2, 29, 117.062
0.2770423889160156, 13.49186897277832, 0.6613731384277344, 0.18930435180664062, 23.01621437072754, 1.5, 52.9, 0.0, 2359.75, 6, 29, 120.72
0.3132820129394531, 13.120651245117188, 0.5965232849121094, 0.16808509826660156, 22.79186248779297, 2.1, 52.9, 0.0, 2359.75, 6, 29, 120.72
0.2894401550292969, 13.013124465942383, 0.5743503570556641, 0.1647472381591797, 53.607940673828125, 2.2, 52.9, 0.0, 2405.75, 6, 29, 125.779
0.29349327087402344, 12.777566909790039, 0.6062984466552734, 0.15664100646972656, 21.531343460083008, 2.7, 53.0, 0.0, 2405.75, 11, 29, 126.229
0.2753734588623047, 12.954950332641602, 0.6020069122314453, 0.16641616821289062, 22.09782600402832, 3.3, 52.9, 0.0, 2405.75, 11, 29, 126.229
0.28395652770996094, 13.007640838623047, 0.5817413330078125, 0.15926361083984375, 21.91615104675293, 3.0, 52.9, 0.0, 2405.75, 11, 29, 126.958
0.2739429473876953, 12.860774993896484, 0.5793571472167969, 0.15044212341308594, 21.48914337158203, 2.5, 52.9, 0.0, 2405.75, 11, 29, 126.958
0.2899169921875, 12.909412384033203, 0.5927085876464844, 0.16069412231445312, 21.5911865234375, 2.8, 53.0, 0.0, 2405.75, 14, 29, 127.511
0.2779960632324219, 13.03410530090332, 0.5679130554199219, 0.156402587890625, 22.029638290405273, 3.1, 53.0, 0.0, 2405.75, 14, 30, 127.511
0.2930164337158203, 13.035774230957031, 0.5886554718017578, 0.164031982421875, 21.55327796936035, 2.5, 52.9, 0.0, 2405.75, 14, 30, 127.708
0.2846717834472656, 12.821435928344727, 0.5707740783691406, 0.16045570373535156, 21.461009979248047, 2.8, 52.9, 0.0, 2405.75, 14, 30, 127.708
0.2727508544921875, 12.934207916259766, 0.5748271942138672, 0.16236305236816406, 21.674156188964844, 3.1, 52.9, 0.0, 2405.75, 14, 30, 128.146
0.28324127197265625, 12.941598892211914, 0.5676746368408203, 0.16617774963378906, 21.733760833740234, 2.5, 52.8, 0.0, 2405.75, 14, 30, 128.146
0.28705596923828125, 12.71820068359375, 0.5586147308349609, 0.15306472778320312, 21.631717681884766, 2.8, 53.0, 0.0, 2405.75, 14, 30, 128.729
0.2846717834472656, 12.663602828979492, 0.5512237548828125, 0.16117095947265625, 21.570205688476562, 3.9, 52.9, 0.0, 2405.75, 14, 30, 128.729
0.278472900390625, 12.815713882446289, 0.5805492401123047, 0.1533031463623047, 21.496057510375977, 2.6, 52.9, 0.0, 2405.75, 14, 30, 129.132
0.27680397033691406, 12.955188751220703, 0.5710124969482422, 0.15473365783691406, 21.729707717895508, 2.8, 53.0, 0.0, 2405.75, 14, 30, 129.132
0.2880096435546875, 12.842178344726562, 0.5562305450439453, 0.1513957977294922, 21.73304557800293, 2.8, 52.9, 0.0, 2405.75, 14, 30, 129.053
0.2944469451904297, 12.825965881347656, 0.5714893341064453, 0.15211105346679688, 21.570205688476562, 3.1, 52.9, 0.0, 2405.75, 14, 30, 129.053
0.2815723419189453, 12.957334518432617, 0.5955696105957031, 0.1590251922607422, 21.928787231445312, 2.5, 53.0, 0.0, 2405.75, 14, 30, 129.368
0.2732276916503906, 12.99595832824707, 0.5731582641601562, 0.15592575073242188, 21.823644638061523, 3.1, 52.9, 0.0, 2405.75, 14, 30, 129.368
0.2796649932861328, 12.603044509887695, 0.5748271942138672, 0.17023086547851562, 21.360158920288086, 2.6, 52.9, 0.0, 2405.75, 14, 30, 128.135
0.27298927307128906, 12.799501419067383, 0.5738735198974609, 0.152587890625, 21.441936492919922, 2.8, 53.0, 0.0, 2405.75, 14, 30, 128.135
0.28777122497558594, 12.987852096557617, 0.5757808685302734, 0.16379356384277344, 22.083759307861328, 2.5, 52.9, 0.0, 2405.75, 14, 30, 128.825
0.2834796905517578, 13.026952743530273, 0.5662441253662109, 0.16736984252929688, 22.1099853515625, 3.1, 53.0, 0.0, 2405.75, 14, 30, 128.825
0.2892017364501953, 12.933969497680664, 0.5657672882080078, 0.15664100646972656, 47.79767990112305, 3.3, 53.0, 0.0, 2405.75, 14, 30, 129.984
0.27823448181152344, 12.89820671081543, 0.5886554718017578, 0.1621246337890625, 21.990537643432617, 10.4, 52.9, 0.0, 2405.75, 14, 29, 129.984
0.293731689453125, 12.947559356689453, 0.5848407745361328, 0.1609325408935547, 22.562503814697266, 11.1, 52.9, 0.0, 2405.75, 11, 29, 130.698
0.2949237823486328, 12.984514236450195, 0.5793571472167969, 0.16808509826660156, 22.616147994995117, 6.3, 53.0, 0.0, 2405.75, 11, 29, 130.698
0.2932548522949219, 13.036012649536133, 0.5846023559570312, 0.1621246337890625, 21.635055541992188, 4.2, 52.9, 0.0, 2405.75, 11, 29, 131.602
0.2911090850830078, 12.88294792175293, 0.5993843078613281, 0.17261505126953125, 21.84772491455078, 3.4, 53.0, 0.0, 2405.75, 11, 29, 131.602
0.2932548522949219, 12.870550155639648, 0.5791187286376953, 0.16379356384277344, 21.233558654785156, 2.8, 53.0, 0.0, 2405.75, 14, 29, 132.105
0.3008842468261719, 12.848138809204102, 0.579833984375, 0.15616416931152344, 21.92521095275879, 2.5, 53.0, 0.0, 2405.75, 14, 29, 132.105
0.29158592224121094, 12.92562484741211, 0.6096363067626953, 0.16379356384277344, 21.88396453857422, 3.1, 52.9, 0.0, 2405.75, 14, 29, 133.222
0.28824806213378906, 13.016462326049805, 0.5710124969482422, 0.1614093780517578, 21.667957305908203, 2.5, 52.9, 0.0, 2405.75, 14, 30, 133.222
0.28395652770996094, 12.64190673828125, 0.5767345428466797, 0.16236305236816406, 21.33655548095703, 2.9, 52.9, 0.0, 2405.75, 14, 30, 133.854
0.29468536376953125, 12.7410888671875, 0.5834102630615234, 0.1583099365234375, 21.6982364654541, 2.6, 52.9, 0.0, 2405.75, 14, 30, 133.854
